"","car","price"
"3856","Kia Cee'd SW, 2 поколение [рестайлинг]",954900
"3857","Kia Cee'd, 2 поколение [рестайлинг]",969900
"3858","Renault Duster, 1 поколение [рестайлинг]",907970
"3859","Renault Duster, 1 поколение [рестайлинг]",967990
"3860","Kia Cee'd, 2 поколение [рестайлинг]",969900
"3861","Renault Duster, 1 поколение [рестайлинг]",861990
"3862","Renault Duster, 1 поколение [рестайлинг]",967990
"3863","Kia Cee'd, 2 поколение [рестайлинг]",969900
"3864","Renault Duster, 1 поколение [рестайлинг]",917990
"3865","Renault Duster, 1 поколение [рестайлинг]",907970
"3866","Kia Cee'd, 2 поколение [рестайлинг]",969900
"3867","Hyundai Creta, 1 поколение",929900
"3868","ВАЗ (Lada) Vesta, 1 поколение",841900
"3869","Volkswagen Polo, 5 поколение [рестайлинг]",815890
"3870","Hyundai Elantra, AD",905000
"3871","Renault Duster, 1 поколение [рестайлинг]",927990
"3872","Renault Duster, 1 поколение [рестайлинг]",921970
"3873","Volkswagen Polo, 5 поколение [рестайлинг]",726552
"3874","Ford Focus, 3 поколение [рестайлинг]",839886
"3875","Peugeot Partner, 2 поколение [2-й рестайлинг]",1354000
"3876","Hyundai Solaris, 2 поколение",659900
"3877","Hyundai Solaris, 2 поколение",684900
"3878","Hyundai Solaris, 2 поколение",659900
"3879","Hyundai Solaris, 2 поколение",644900
"3880","Hyundai Solaris, 2 поколение",619900
"3881","Hyundai Solaris, 2 поколение",634900
"3882","Renault Sandero Stepway, 2 поколение",7e+05
"3883","Zotye T600, 1 поколение",876600
"3884","Renault Duster, 1 поколение [рестайлинг]",901990
"3885","Zotye T600, 1 поколение",876600
"3886","Hyundai Creta, 1 поколение",1044900
"3887","Hyundai Creta, 1 поколение",1039900
"3888","Renault Duster, 1 поколение [рестайлинг]",1000970
"3889","Skoda Yeti, 1 поколение [рестайлинг]",1126900
"3890","Skoda Rapid",988400
"3891","Kia Soul, 2 поколение [рестайлинг]",1096900
"3892","Renault Duster, 1 поколение [рестайлинг]",1017980
"3893","Kia Cerato, 3 поколение [рестайлинг]",1019900
"3894","Kia Cerato, 3 поколение [рестайлинг]",1139900
"3895","Ford Focus, 3 поколение [рестайлинг]",1014017
"3896","Renault Duster, 1 поколение [рестайлинг]",1056990
"3897","Renault Duster, 1 поколение [рестайлинг]",1017980
"3898","Kia Cerato, 3 поколение [рестайлинг]",1099900
"3899","Renault Duster, 1 поколение [рестайлинг]",1012990
"3900","Renault Duster, 1 поколение [рестайлинг]",1001990
"3901","Renault Duster, 1 поколение [рестайлинг]",1034970
"3902","Ford Focus, 3 поколение [рестайлинг]",1063500
"3903","Renault Duster, 1 поколение [рестайлинг]",1001990
"3904","Kia Cerato, 3 поколение [рестайлинг]",1019900
"3905","Kia Cee'd SW, 2 поколение [рестайлинг]",1054900
"3906","Kia Cerato, 3 поколение [рестайлинг]",1099900
"3907","Kia Cerato, 3 поколение [рестайлинг]",1019900
"3908","Kia Cerato, 3 поколение [рестайлинг]",1099900
"3909","Renault Sandero, 2 поколение",799980
"3910","Volkswagen Polo, 5 поколение [рестайлинг]",708086
"3911","Hyundai Creta, 1 поколение",1034900
"3912","Renault Duster, 1 поколение [рестайлинг]",1059960
"3913","Kia Cerato, 3 поколение [рестайлинг]",979900
"3914","Renault Duster, 1 поколение [рестайлинг]",1033980
"3915","Kia Cee'd, 2 поколение [рестайлинг]",1089900
"3916","Hyundai Elantra, AD",985000
"3917","Hyundai Creta, 1 поколение",1086600
"3918","Kia Cee'd, 2 поколение [рестайлинг]",1024900
"3919","Volkswagen Polo, 5 поколение [рестайлинг]",779900
"3920","Ford Focus, 3 поколение [рестайлинг]",1134500
"3921","Kia Cee'd SW, 2 поколение [рестайлинг]",1054900
"3922","Kia Cee'd SW, 2 поколение [рестайлинг]",1054900
"3923","Kia Cee'd, 2 поколение [рестайлинг]",1024900
"3924","Kia Cee'd, 2 поколение [рестайлинг]",1024900
"3925","Skoda Rapid, 3 поколение [рестайлинг]",995910
"3926","Renault Duster, 1 поколение [рестайлинг]",1056990
"3927","Volkswagen Polo, 5 поколение [рестайлинг]",726552
"3928","Skoda Rapid, 3 поколение [рестайлинг]",1048110
"3929","Ford Focus, 3 поколение [рестайлинг]",900341
"3930","Kia Cee'd, 2 поколение [рестайлинг]",1024900
"3931","Hyundai Elantra, AD",1030000
"3932","Citroen C4, 2 поколение [рестайлинг]",1089000
"3933","Hyundai Solaris, 2 поколение",729900
"3934","Hyundai Solaris, 2 поколение",754900
"3935","Hyundai Solaris, 2 поколение",724900
"3936","Hyundai Solaris, 2 поколение",754900
"3937","Volkswagen Polo, 5 поколение [рестайлинг]",863470
"3938","Hyundai Solaris, 2 поколение",729900
"3939","Hyundai Solaris, 2 поколение",724900
"3940","Volkswagen Polo, 5 поколение [рестайлинг]",907460
"3941","Renault Sandero, 2 поколение",509000
"3942","Kia Cee'd SW, 2 поколение [рестайлинг]",1054900
"3943","Renault Duster, 1 поколение [рестайлинг]",1017990
"3944","Nissan Almera, G11",701000
"3945","ВАЗ (Lada) Granta, 1 поколение",441600
"3946","Nissan Almera, G11",701000
"3947","Kia Cee'd, 2 поколение [рестайлинг]",1134900
"3948","Renault Duster, 1 поколение [рестайлинг]",1012990
"3949","Renault Duster, 1 поколение [рестайлинг]",940960
"3950","Hyundai Creta, 1 поколение",999900
"3951","Renault Duster, 1 поколение [рестайлинг]",890960
"3952","Hyundai Creta, 1 поколение",999900
"3953","Ford Focus, 3 поколение [рестайлинг]",1071500
"3954","Volkswagen Polo, 5 поколение [рестайлинг]",815890
"3955","Peugeot 408, 1 поколение [рестайлинг]",1124000
"3956","Kia Cerato, 3 поколение [рестайлинг]",1099900
"3957","Renault Duster, 1 поколение [рестайлинг]",975960
"3958","Peugeot 408, 1 поколение [рестайлинг]",934000
"3959","Hyundai Creta, 1 поколение",999900
"3960","Kia Cee'd SW, 2 поколение [рестайлинг]",1054900
"3961","Skoda Octavia, 3 поколение [рестайлинг]",980665
"3962","Kia Cee'd SW, 2 поколение [рестайлинг]",1054900
"3963","Kia Cee'd SW, 2 поколение [рестайлинг]",999900
"3964","Ford Focus, 3 поколение [рестайлинг]",1050000
"3965","Hyundai Creta, 1 поколение",999900
"3966","Skoda Octavia, 3 поколение [рестайлинг]",1063530
"3967","Renault Logan, 2 поколение",714470
"3968","Kia Cee'd, 2 поколение [рестайлинг]",1134900
"3969","Kia Sportage, 4 поколение",1494900
"3970","Infiniti QX70, S51",2739000
"3971","Hyundai Solaris, 2 поколение",819900
"3972","Hyundai Elantra, AD",799000
"3973","Hyundai Solaris, 2 поколение",739900
"3974","Skoda Octavia, 3 поколение [рестайлинг]",1291500
"3975","Skoda Octavia, 3 поколение [рестайлинг]",1268200
"3976","Hyundai Solaris, 2 поколение",779900
"3977","Hyundai Solaris, 2 поколение",794900
"3978","Hyundai Solaris, 2 поколение",794900
"3979","Hyundai Solaris, 2 поколение",819900
"3980","Hyundai Solaris, 2 поколение",764900
"3981","Hyundai Solaris, 2 поколение",764900
"3982","Hyundai Solaris, 2 поколение",819900
"3983","Peugeot 408, 1 поколение [рестайлинг]",985000
"3984","Kia Soul, 2 поколение [рестайлинг]",1286476
"3985","Skoda Yeti, 1 поколение [рестайлинг]",1330000
"3986","Kia Soul, 2 поколение [рестайлинг]",1226900
"3987","Citroen C4, 2 поколение [рестайлинг]",1194000
"3988","Hyundai Solaris, 2 поколение",809900
"3989","Volkswagen Polo, 5 поколение [рестайлинг]",769490
"3990","Ford Focus, 3 поколение [рестайлинг]",1150000
"3991","Kia Cee'd SW, 2 поколение [рестайлинг]",1164900
"3992","Suzuki Jimny, 3 поколение [2-й рестайлинг]",1293550
"3993","Hyundai Solaris, 2 поколение",804900
"3994","Kia Cee'd SW, 2 поколение [рестайлинг]",1304900
"3995","Skoda Octavia, 3 поколение [рестайлинг]",1238100
"3996","Ford Focus, 3 поколение [рестайлинг]",1271000
"3997","Kia Cee'd, 2 поколение [рестайлинг]",1274900
"3998","Skoda Octavia, 3 поколение [рестайлинг]",1364400
"3999","Ford Focus, 3 поколение [рестайлинг]",1262500
"4000","Kia Cee'd SW, 2 поколение [рестайлинг]",1164900
"4001","Skoda Yeti, 1 поколение [рестайлинг]",1299900
"4002","Hyundai Creta, 1 поколение",984900
"4003","Volkswagen Polo, 5 поколение [рестайлинг]",815890
"4004","Kia Cee'd SW, 2 поколение [рестайлинг]",994900
"4005","Kia Cerato",996900
"4006","Ford Focus, 3 поколение [рестайлинг]",1115500
"4007","Ford Focus, 3 поколение [рестайлинг]",978116
"4008","УАЗ Pickup, 2 поколение",890000
"4009","Nissan Qashqai, 2 поколение",1259000
"4010","Skoda Octavia, 3 поколение [рестайлинг]",1313900
"4011","Kia Cerato, 3 поколение [рестайлинг]",1195810
"4012","Nissan Qashqai, 2 поколение",1296000
"4013","Nissan Almera, G11",836760
"4014","Skoda Octavia, 3 поколение [рестайлинг]",1355589
"4015","Renault Duster, 1 поколение [рестайлинг]",1004950
"4016","Hyundai Creta, 1 поколение",1249900
"4017","Hyundai Creta, 1 поколение",1329900
"4018","Hyundai Creta, 1 поколение",1174900
"4019","Renault Kaptur, 1 поколение",1160980
"4020","Skoda Octavia, 3 поколение [рестайлинг]",1053727
"4021","Ford Focus, 3 поколение [рестайлинг]",1094242
"4022","Renault Duster, 1 поколение [рестайлинг]",990460
"4023","Nissan Qashqai, 2 поколение",1219000
"4024","Kia Cee'd SW, 2 поколение [рестайлинг]",994900
"4025","Hyundai Elantra, AD",1210000
"4026","Hyundai Elantra, AD",1145000
"4027","Hyundai Elantra, AD",1155000
"4028","Hyundai Elantra, AD",1155000
"4029","Nissan Qashqai, 2 поколение",1269000
"4030","Renault Duster, 1 поколение [рестайлинг]",1025940
"4031","Nissan Qashqai, 2 поколение",1219000
"4032","Kia Cee'd, 2 поколение [рестайлинг]",1274900
"4033","Nissan Qashqai, 2 поколение",1219000
"4034","Kia Cee'd SW, 2 поколение [рестайлинг]",1304900
"4035","Kia Cee'd SW, 2 поколение [рестайлинг]",1164900
"4036","Citroen C4, 2 поколение [рестайлинг]",1144000
"4037","Skoda Octavia, 3 поколение [рестайлинг]",1275200
"4038","Brilliance V5, 1 поколение",757900
"4039","Ford Focus, 3 поколение [рестайлинг]",1184000
"4040","Kia Cee'd SW, 2 поколение [рестайлинг]",1304900
"4041","Mini Cooper, F56",1360000
"4042","Hyundai Creta, 1 поколение",1199900
"4043","Smart Forfour, 2 поколение",999000
"4044","Smart Forfour, 2 поколение",999000
"4045","Smart Forfour, 2 поколение",999000
"4046","Smart Forfour, 2 поколение",999000
"4047","Citroen C4, 2 поколение [рестайлинг]",1074000
"4048","Citroen C4, 2 поколение [рестайлинг]",1234000
"4049","Kia Cee'd SW, 2 поколение [рестайлинг]",1119900
"4050","Citroen C4, 2 поколение [рестайлинг]",1144000
"4051","Hyundai Elantra, AD",1169529
"4052","Kia Cee'd, 2 поколение [рестайлинг]",1269900
"4053","Ford Focus, 3 поколение [рестайлинг]",1331000
"4054","Peugeot Partner, 2 поколение [2-й рестайлинг]",1344000
"4055","Peugeot Partner, 2 поколение [2-й рестайлинг]",1229000
"4056","Nissan Qashqai, 2 поколение",1257000
"4057","Peugeot 408, 1 поколение [рестайлинг]",1210000
"4058","Kia Cerato, 3 поколение [рестайлинг]",1084900
"4059","Hyundai Creta, 1 поколение",929900
"4060","Hyundai Creta, 1 поколение",929900
"4061","Hyundai Solaris, 2 поколение",935900
"4062","Hyundai Solaris, 2 поколение",935900
"4063","Hyundai Solaris, 2 поколение",925900
"4064","Hyundai Solaris, 2 поколение",925900
"4065","Hyundai Creta, 1 поколение",874900
"4066","Hyundai Elantra, AD",940000
"4067","Peugeot Partner, 2 поколение [2-й рестайлинг]",1344000
"4068","Hyundai Creta, 1 поколение",909900
"4069","Citroen C4, 2 поколение [рестайлинг]",1230000
"4070","Peugeot 408, 1 поколение [рестайлинг]",1210000
"4071","Citroen C4, 2 поколение [рестайлинг]",1304000
"4072","Kia Cee'd SW, 2 поколение [рестайлинг]",1299900
"4073","Citroen C4, 2 поколение [рестайлинг]",1310000
"4074","Hyundai Creta, 1 поколение",1009900
"4075","Hyundai Creta, 1 поколение",919900
"4076","Ford Focus, 3 поколение [рестайлинг]",1321000
"4077","Jeep Renegade, 1 поколение",1218000
"4078","Renault Duster, 1 поколение [рестайлинг]",841970
"4079","Volkswagen Polo, 5 поколение [рестайлинг]",819490
"4080","Kia Cee'd SW, 2 поколение [рестайлинг]",1159900
"4081","Skoda Octavia, 3 поколение [рестайлинг]",1385400
"4082","Toyota Camry, XV50 [рестайлинг]",1451000
"4083","Toyota Camry, XV50 [рестайлинг]",1483000
"4084","Toyota RAV4, 4 поколение [рестайлинг]",1705000
"4085","Kia Sportage, 4 поколение",1594780
"4086","Kia Sportage, 4 поколение",1554900
"4087","Jeep Renegade, 1 поколение",1187000
"4088","Volkswagen Tiguan, 2 поколение",1371970
"4089","Kia Sportage, 4 поколение",1494900
"4090","Skoda Octavia, 3 поколение [рестайлинг]",1621000
"4091","Skoda Octavia, 3 поколение [рестайлинг]",1621000
"4092","Skoda Octavia, 3 поколение [рестайлинг]",1619900
"4093","Kia Optima, 4 поколение",1449900
"4094","Kia Optima, 4 поколение",1529900
"4095","Skoda Octavia, 3 поколение [рестайлинг]",1496100
"4096","Kia Sportage, 4 поколение",1494900
"4097","Skoda Octavia, 3 поколение [рестайлинг]",1395900
"4098","Skoda Octavia, 3 поколение [рестайлинг]",1440239
"4099","Hyundai Creta, 1 поколение",944900
"4100","Kia Sportage, 4 поколение",1634900
"4101","Skoda Octavia, 3 поколение [рестайлинг]",1448400
"4102","Skoda Octavia, 3 поколение [рестайлинг]",1558248
"4103","Peugeot Partner, 2 поколение [2-й рестайлинг]",1403000
"4104","Hyundai Tucson, 3 поколение",1595800
"4105","Hyundai Tucson, 3 поколение",1595800
"4106","Nissan Qashqai, 2 поколение",1429000
"4107","Skoda Octavia, 3 поколение [рестайлинг]",1684439
"4108","Skoda Octavia, 3 поколение [рестайлинг]",1390200
"4109","Skoda Octavia, 3 поколение [рестайлинг]",1479400
"4110","Hyundai Elantra, AD",1086900
"4111","Toyota Camry, XV50 [рестайлинг]",1643000
"4112","Skoda Octavia, 3 поколение [рестайлинг]",1501400
"4113","Toyota Camry, XV50 [рестайлинг]",1383000
"4114","Hyundai Santa Fe Premium, DM [рестайлинг]",1641000
"4115","Toyota Camry, XV50 [рестайлинг]",1483000
"4116","Ford Kuga, 2 поколение [рестайлинг]",1508000
"4117","Skoda Octavia, 3 поколение [рестайлинг]",1395900
"4118","Toyota RAV4, 4 поколение [рестайлинг]",1705000
"4119","Toyota RAV4, 4 поколение [рестайлинг]",1683500
"4120","Datsun on-DO, 1 поколение",581030
"4121","Citroen C4, 2 поколение [рестайлинг]",1331442
"4122","Hyundai Tucson, 3 поколение",1505000
"4123","Suzuki Vitara, 2 поколение",1529950
"4124","Suzuki Jimny, 3 поколение [2-й рестайлинг]",1219750
"4125","Toyota RAV4, 4 поколение [рестайлинг]",1675000
"4126","Skoda Yeti, 1 поколение [рестайлинг]",1188700
"4127","Skoda Octavia, 3 поколение [рестайлинг]",1481900
"4128","Nissan Qashqai, 2 поколение",1429000
"4129","Citroen C4, 2 поколение [рестайлинг]",1175000
"4130","Hyundai Sonata, LF",1710000
"4131","Hyundai Sonata, LF [рестайлинг]",1462000
"4132","Hyundai Sonata, LF [рестайлинг]",1410000
"4133","Skoda Octavia, 3 поколение [рестайлинг]",1559800
"4134","Toyota Camry, XV50 [рестайлинг]",1483000
"4135","Toyota RAV4, 4 поколение [рестайлинг]",1683500
"4136","Toyota Camry, XV50 [рестайлинг]",1702000
"4137","Citroen C4, 2 поколение [рестайлинг]",1470000
"4138","Citroen C4, 2 поколение [рестайлинг]",1463000
"4139","Ford Mondeo, 5 поколение",1579000
"4140","Toyota Camry, XV50 [рестайлинг]",1702000
"4141","Ford Focus, 3 поколение [рестайлинг]",1159017
"4142","Skoda Octavia, 3 поколение [рестайлинг]",1415100
"4143","Toyota Camry, XV50 [рестайлинг]",1702000
"4144","Hyundai Creta, 1 поколение",1124900
"4145","Hyundai Sonata, LF [рестайлинг]",1651900
"4146","Peugeot Partner, 2 поколение [2-й рестайлинг]",1354000
"4147","Suzuki Jimny, 3 поколение [2-й рестайлинг]",1169950
"4148","Hyundai Creta, 1 поколение",1114900
"4149","Kia Optima, 4 поколение",1609900
"4150","Hyundai Elantra, AD",985000
"4151","Hyundai Elantra, AD",985000
"4152","Citroen Berlingo, 2 поколение [2-й рестайлинг]",1231000
"4153","Hyundai Elantra, AD",985000
"4154","Volkswagen Polo, 5 поколение [рестайлинг]",780480
"4155","Skoda Octavia, 3 поколение [рестайлинг]",1534914
"4156","Skoda Octavia, 3 поколение [рестайлинг]",1616500
"4157","Skoda Octavia, 3 поколение [рестайлинг]",1398400
"4158","Hyundai Creta, 1 поколение",989900
"4159","Nissan Terrano, 5 поколение",1123810
"4160","Nissan Terrano, 5 поколение",1072830
"4161","Nissan Terrano, 5 поколение",1022460
"4162","Ford Focus, 3 поколение [рестайлинг]",1323500
"4163","Datsun on-DO, 1 поколение",550000
"4164","Peugeot Partner, 2 поколение [2-й рестайлинг]",1405000
"4165","Peugeot Partner, 2 поколение [2-й рестайлинг]",1420000
"4166","Nissan Terrano, 5 поколение",1022460
"4167","Ford Focus, 3 поколение [рестайлинг]",986772
"4168","Datsun on-DO, 1 поколение",516000
"4169","Mini Cooper, F56",1487000
"4170","Citroen C4, 2 поколение [рестайлинг]",1231000
"4171","Ford EcoSport, 2 поколение",979000
"4172","Ford Focus, 3 поколение [рестайлинг]",1360000
"4173","Kia Optima, 4 поколение",1500000
"4174","Ford EcoSport, 2 поколение",1205000
"4175","Skoda Yeti, 1 поколение [рестайлинг]",1408700
"4176","Skoda Octavia, 3 поколение [рестайлинг]",1526400
"4177","Skoda Octavia, 3 поколение [рестайлинг]",1616500
"4178","Datsun on-DO, 1 поколение",566000
"4179","Citroen C4, 2 поколение [рестайлинг]",1255000
"4180","Skoda Octavia, 3 поколение [рестайлинг]",1589400
"4181","Skoda Octavia, 3 поколение [рестайлинг]",1616500
"4182","Hyundai Elantra, AD",1169529
"4183","Hyundai Solaris, 2 поколение",804900
"4184","Skoda Yeti, 1 поколение [рестайлинг]",1125900
"4185","Skoda Octavia, 3 поколение [рестайлинг]",1428445
"4186","Skoda Octavia, 3 поколение [рестайлинг]",1616500
"4187","Citroen Berlingo, 2 поколение [2-й рестайлинг]",1266000
"4188","Ford EcoSport, 2 поколение",979000
"4189","Renault Logan, 2 поколение",590000
"4190","Hyundai Elantra, AD",1146732
"4191","Citroen C4, 2 поколение [рестайлинг]",930000
"4192","Hyundai Solaris, 2 поколение",844900
"4193","Ravon Gentra, 1 поколение",669000
"4194","Audi Q3, 8U [рестайлинг]",2157871
"4195","Zotye T600, 1 поколение",809900
"4196","Mazda CX-5, 2 поколение",1449000
"4197","Zotye Z300, 1 поколение",675000
"4198","Chevrolet Niva, 1 поколение [рестайлинг]",644000
"4199","ВАЗ (Lada) XRAY, 1 поколение",710900
"4200","Ravon Gentra, 1 поколение",559000
"4201","Zotye T600, 1 поколение",876600
"4202","Citroen Berlingo, 2 поколение [2-й рестайлинг]",1258000
"4203","Ravon Nexia R3, 1 поколение",509000
"4204","Citroen C4, 2 поколение [рестайлинг]",1482000
"4205","Suzuki Jimny, 3 поколение [2-й рестайлинг]",1288950
"4206","Renault Logan, 2 поколение",559990
"4207","Citroen C4, 2 поколение [рестайлинг]",930000
"4208","Ravon R2, 1 поколение",539000
"4209","Ravon R2, 1 поколение",539000
"4210","Volkswagen Polo, 5 поколение [рестайлинг]",879470
"4211","Peugeot Partner, 2 поколение [2-й рестайлинг]",1203000
"4212","ВАЗ (Lada) Largus, 1 поколение",714900
"4213","ВАЗ (Lada) Largus, 1 поколение",714900
"4214","Jeep Renegade, 1 поколение",1572500
"4215","Hyundai Elantra, AD",1155000
"4216","Kia Optima, 4 поколение",1529900
"4217","Kia Optima, 4 поколение",1529900
"4218","Volkswagen Polo, 5 поколение [рестайлинг]",790480
"4219","Zotye T600, 1 поколение",876600
"4220","Renault Duster, 1 поколение [рестайлинг]",981000
"4221","Zotye T600, 1 поколение",876600
"4222","Toyota Camry, XV50 [рестайлинг]",1593000
"4223","Toyota Camry, XV50 [рестайлинг]",1702000
"4224","Hyundai Elantra, AD",1166900
"4225","Hyundai Creta, 1 поколение",1329900
"4226","Hyundai Creta, 1 поколение",1194900
"4227","Hyundai Sonata, LF [рестайлинг]",1370000
"4228","Hyundai Creta, 1 поколение",1249900
"4229","Hyundai Sonata, LF [рестайлинг]",1305000
"4230","Hyundai Sonata, LF [рестайлинг]",1320000
"4231","Skoda Octavia, 3 поколение [рестайлинг]",1621000
"4232","Toyota Camry, XV50 [рестайлинг]",1693000
"4233","Kia Optima, 4 поколение",1699900
"4234","Toyota Camry, XV50 [рестайлинг]",1587000
"4235","Suzuki SX4, 2 поколение [рестайлинг]",1355950
"4236","Peugeot Partner, 2 поколение [2-й рестайлинг]",1334000
"4237","Nissan Qashqai, 2 поколение",1309000
"4238","Zotye T600, 1 поколение",876600
"4239","Nissan Qashqai, 2 поколение",1326000
"4240","Nissan Qashqai, 2 поколение",1326000
"4241","Nissan Juke, YF15 [рестайлинг]",1260770
"4242","Nissan Juke, YF15 [рестайлинг]",1273640
"4243","Nissan Juke, YF15 [рестайлинг]",1178740
"4244","Nissan Juke, YF15 [рестайлинг]",1216770
"4245","Nissan Juke, YF15 [рестайлинг]",1206760
"4246","Hyundai Creta, 1 поколение",1369900
"4247","Nissan Terrano, 5 поколение",1199000
"4248","ВАЗ (Lada) Granta, 1 поколение",399900
"4249","Infiniti QX50, J50 [рестайлинг]",2189000
"4250","Infiniti QX80, Z62 [рестайлинг]",3949000
"4251","Toyota RAV4, 4 поколение [рестайлинг]",1748500
"4252","Infiniti QX50, J50 [рестайлинг]",2239000
"4253","Toyota Camry, XV50 [рестайлинг]",1754000
"4254","Kia Sorento, 2 поколение [рестайлинг]",2164900
"4255","Kia Sorento, 2 поколение [рестайлинг]",2164900
"4256","Kia Sorento, 2 поколение [рестайлинг]",2009900
"4257","Toyota RAV4, 4 поколение [рестайлинг]",1848500
"4258","Toyota Camry, XV50 [рестайлинг]",1654000
"4259","Skoda Octavia, 3 поколение [рестайлинг]",1550000
"4260","Hyundai Sonata, LF [рестайлинг]",1740000
"4261","Kia Sportage, 4 поколение",2162363
"4262","Kia Sorento, 2 поколение [рестайлинг]",2034900
"4263","Toyota RAV4, 4 поколение [рестайлинг]",2115000
"4264","Kia Sorento, 2 поколение [рестайлинг]",2009900
"4265","Kia Sorento, 2 поколение [рестайлинг]",2009900
"4266","Toyota Camry, XV50 [рестайлинг]",1704000
"4267","Kia Sorento, 2 поколение [рестайлинг]",2009900
"4268","Kia Sorento, 2 поколение [рестайлинг]",2164900
"4269","Toyota Camry, XV50 [рестайлинг]",1743000
"4270","Toyota Camry, XV50 [рестайлинг]",1743000
"4271","Hyundai Santa Fe, DM [рестайлинг]",2214000
"4272","Kia Sorento, 2 поколение [рестайлинг]",1879900
"4273","Toyota Camry, XV50 [рестайлинг]",1754000
"4274","Toyota Camry, XV50 [рестайлинг]",1743000
"4275","Hyundai Santa Fe Premium, DM [рестайлинг]",1874000
"4276","Jeep Renegade, 1 поколение",1564000
"4277","Mitsubishi L200, 5 поколение",1599000
"4278","Nissan Qashqai, 2 поколение",1747000
"4279","Skoda Octavia, 3 поколение [рестайлинг]",1305300
"4280","Hyundai Santa Fe, DM [рестайлинг]",1884000
"4281","Volvo V40 Cross Country, 2 поколение [рестайлинг]",2055444
"4282","Hyundai Santa Fe, DM [рестайлинг]",2014000
"4283","Toyota RAV4, 4 поколение [рестайлинг]",2003000
"4284","Toyota RAV4, 4 поколение [рестайлинг]",1840000
"4285","Toyota RAV4, 4 поколение [рестайлинг]",1840000
"4286","Toyota RAV4, 4 поколение [рестайлинг]",1713500
"4287","Toyota Camry, XV50 [рестайлинг]",1795000
"4288","Toyota RAV4, 4 поколение [рестайлинг]",2011500
"4289","Toyota RAV4, 4 поколение [рестайлинг]",1986500
"4290","Toyota RAV4, 4 поколение [рестайлинг]",1978000
"4291","Toyota RAV4, 4 поколение [рестайлинг]",1925000
"4292","Toyota RAV4, 4 поколение [рестайлинг]",1840000
"4293","Hyundai Santa Fe Premium, DM [рестайлинг]",2066000
"4294","Citroen C4, 2 поколение [рестайлинг]",1125000
"4295","Toyota RAV4, 4 поколение [рестайлинг]",1911500
"4296","Toyota RAV4, 4 поколение [рестайлинг]",1713500
"4297","Hyundai Santa Fe, DM [рестайлинг]",1884000
"4298","Toyota Camry, XV50 [рестайлинг]",1743000
"4299","Toyota RAV4, 4 поколение [рестайлинг]",1963500
"4300","Citroen C4, 2 поколение [рестайлинг]",1472310
"4301","Toyota RAV4, 4 поколение [рестайлинг]",2010500
"4302","Hyundai Creta, 1 поколение",1225500
"4303","Mini Cooper, F56",2031000
"4304","Toyota Camry, XV50 [рестайлинг]",1707000
"4305","Nissan Qashqai, 2 поколение",1498000
"4306","Toyota Camry, XV50 [рестайлинг]",1754000
"4307","Peugeot 3008, 2 поколение",1755000
"4308","Hyundai Tucson, 3 поколение",1543750
"4309","ВАЗ (Lada) Vesta, 1 поколение",621900
"4310","Toyota Camry, XV50 [рестайлинг]",1743000
"4311","Citroen C4, 2 поколение [рестайлинг]",1166000
"4312","Peugeot 3008, 2 поколение",2108000
"4313","Peugeot 3008, 2 поколение",1924000
"4314","Peugeot 3008, 2 поколение",1781800
"4315","Volvo V40 Cross Country, 2 поколение [рестайлинг]",1859600
"4316","Hyundai Creta, 1 поколение",1194916
"4317","Brilliance V5",1049000
"4318","Peugeot 3008, 2 поколение",1889000
"4319","Mini Cooper, F56",2031000
"4320","Infiniti QX50, J50 [рестайлинг]",2145000
"4321","Toyota Camry, XV50 [рестайлинг]",1988150
"4322","Mercedes-Benz C-Класс 180, W205/S205/C205",2262576
"4323","Toyota Camry, XV50 [рестайлинг]",1754000
"4324","Toyota Camry, XV50 [рестайлинг]",1743000
"4325","DongFeng AX7, 1 поколение",1106000
"4326","Mitsubishi L200, 5 поколение",2018990
"4327","Toyota Camry, XV50 [рестайлинг]",1663000
"4328","FAW Besturn X80, 1 поколение",999000
"4329","Toyota Camry, XV50 [рестайлинг]",1713000
"4330","Toyota Camry, XV50 [рестайлинг]",1743000
"4331","Great Wall Hover H3, 1 поколение [2-й рестайлинг]",1039000
"4332","Peugeot 3008, 2 поколение",2158000
"4333","Peugeot 3008, 2 поколение",1851000
"4334","Mitsubishi Outlander, 3 поколение [2-й рестайлинг]",1826990
"4335","Toyota Camry, XV50 [рестайлинг]",1722000
"4336","Audi Q3, 8U [рестайлинг]",2187674
"4337","Mitsubishi Outlander, 3 поколение [2-й рестайлинг]",1813090
"4338","Brilliance V5, 1 поколение",751900
"4339","Volkswagen Polo, 5 поколение [рестайлинг]",790480
"4340","Toyota RAV4, 4 поколение [рестайлинг]",1680000
"4341","Toyota RAV4, 4 поколение [рестайлинг]",1420000
"4342","Toyota RAV4, 4 поколение [рестайлинг]",1420000
"4343","Toyota RAV4, 4 поколение [рестайлинг]",1565000
"4344","Toyota Camry, XV50 [рестайлинг]",1924000
"4345","Citroen Berlingo, 2 поколение [2-й рестайлинг]",1190000
"4346","Mitsubishi L200, 5 поколение",2212469
"4347","Volkswagen Passat, B8",1771089
"4348","Toyota Camry, XV50 [рестайлинг]",1743000
"4349","Hyundai Tucson, 3 поколение",1545000
"4350","Nissan Qashqai, 2 поколение",1497000
"4351","Nissan Qashqai, 2 поколение",1480000
"4352","Ford Kuga, 2 поколение",1637455
"4353","Zotye T600, 1 поколение",1255000
